operator_provider,error_code,error_name,description,category,stage,retry,portal_action,source,verification
Vi,612,TELEMARKETER_BLACKLISTED,Telemarketer is blacklisted.,Telemarketer,DLR/Submit,NO,Check TM ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,613,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,614,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,615,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,616,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,617,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,618,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,619,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,620,HEADER_NOT_FOUND,Header not found.,Header,DLR/Submit,NO,Check Header/Sender ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,621,HEADER_INACTIVE,Header is inactive.,Header,DLR/Submit,NO,Check Header/Sender ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,622,HEADER_BLACKLISTED,Header is blacklisted.,Header,DLR/Submit,NO,Check Header/Sender ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,623,PEID_NOT_MATCHED_WITH_HEADER,PE ID does not match Header ID.,Header,DLR/Submit,NO,Check Header/Sender ID,Common DLT mapping,VERIFY WITH OPERATOR
Vi,624,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,625,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,626,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,627,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,628,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,629,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,630,TEMPLATE_NOT_FOUND,Template not found.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,631,TEMPLATE_INACTIVE,Template is inactive.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,632,TEMPLATE_BLACKLISTED,Template is blacklisted.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,633,TEMPLATE_NOT_MATCHED,Template/content does not match.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,634,HEADER_NOT_REGISTERED_FOR_TEMPLATE,Header is not registered for template.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,635,TEMPLATE_VARIABLE_LENGTH_EXCEEDED,Template variable exceeded maximum length.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,636,ERROR_IDENTIFYING_TEMPLATE,Error identifying template.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,637,INVALID_TEMPLATE_ID,Invalid Template ID.,Template,DLR/Submit,NO,Check Template ID/content,Common DLT mapping,VERIFY WITH OPERATOR
Vi,638,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,639,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,640,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,641,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,642,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,643,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,644,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,645,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,646,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,647,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,648,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,649,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,650,PREFERENCE_NOT_MATCHED,Destination is blocked by preference/DND rules.,Preference/DND,DLR/Submit,PROVIDER-DEPENDENT,Check DND/preference/consent,Common DLT mapping,VERIFY WITH OPERATOR
Vi,651,INVALID_PROMO_TIME,Promotional time restriction.,Preference/DND,DLR/Submit,PROVIDER-DEPENDENT,Check DND/preference/consent,Common DLT mapping,VERIFY WITH OPERATOR
Vi,652,SE_CATEGORY_BLOCK,Service/entity category blocked.,Preference/DND,DLR/Submit,PROVIDER-DEPENDENT,Check DND/preference/consent,Common DLT mapping,VERIFY WITH OPERATOR
Vi,653,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,654,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,655,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,656,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,657,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,658,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,659,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,660,CONSENT_FAILED,Consent validation failed.,Consent,DLR/Submit,NO,Check DND/preference/consent,Common DLT mapping,VERIFY WITH OPERATOR
Vi,661,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,662,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,663,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,664,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,665,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,666,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,667,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,668,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,669,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,670,SCRUBBING_FAILED,DLT scrubbing failed.,Scrubbing,DLR/Submit,PROVIDER-DEPENDENT,Check DLT scrubbing/route,Common DLT mapping,VERIFY WITH OPERATOR
Vi,671,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,672,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,673,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,674,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,675,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,676,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,677,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,678,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,679,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,680,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,681,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,682,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,683,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,684,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,685,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,686,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,687,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,688,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,689,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,690,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,691,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,692,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,693,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,694,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,695,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,696,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,697,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,698,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
Vi,699,RESERVED / NOT PUBLICLY MAPPED,"Numeric code exists in the DLT family, but a specific public meaning was not verified.",Reserved,DLT,PROVIDER-DEPENDENT,Check SMPP/session/network and provider logs,Common DLT family,NOT VERIFIED
